,"Tube in -	Petit_Complexe	-	2012.09.27 13:25:11","Tube in -	Petit_Complexe	-	2012.09.27 13:25:03","Tube in -	Petit_Complexe	-	2012.09.27 13:31:05","Tube in -	Petit_Complexe	-	2012.09.27 13:30:56","Tube in -	Petit_Complexe	-	2012.09.27 13:33:33","Tube in -	Petit_Complexe	-	2012.09.27 13:33:26","Tube in -	Petit_Complexe	-	2012.09.27 13:34:47","Tube in -	Petit_Complexe	-	2012.09.27 13:34:40","Tube in -	Petit_Complexe	-	2012.09.27 13:36:44","Tube in -	Petit_Complexe	-	2012.09.27 13:36:38","Tube in -	Petit_Complexe	-	2012.09.27 13:38:28","Tube in -	Petit_Complexe	-	2012.09.27 13:38:20","Tube in -	Petit_Complexe	-	2012.09.27 13:40:55","Tube in -	Petit_Complexe	-	2012.09.27 13:40:48","Tube in -	Petit_Complexe	-	2012.09.27 13:42:10","Tube in -	Petit_Complexe	-	2012.09.27 13:42:03","Tube in -	Petit_Complexe	-	2012.09.27 13:45:51","Tube in -	Petit_Complexe	-	2012.09.27 13:45:45","Tube in -	Petit_Complexe	-	2012.09.27 13:47:51","Tube in -	Petit_Complexe	-	2012.09.27 13:47:43","Tube in -	Petit_Complexe	-	2012.09.27 13:49:10","Tube in -	Petit_Complexe	-	2012.09.27 13:49:03","Tube in -	Petit_Complexe	-	2012.09.27 16:57:15","Tube in -	Petit_Complexe	-	2012.09.27 16:57:09"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
1733,2.612033606,2.596093416,3.081797361,3.071461201,3.627258778,3.634096146,4.039630413,4.027062893,4.800647259,4.783212662,5.302790642,5.294956207,6.246167183,6.103969097,7.304141521,7.279648304,8.117799759,8.113096237,9.472904205,9.435640335,11.04664898,11.00196648,2.416738033,2.407295465
1733.5,2.59781146,2.582144499,3.067319632,3.057014942,3.611518383,3.617906332,4.019234657,4.007974625,4.776543617,4.758048534,5.277169704,5.27016449,6.199632168,6.058898926,7.252855778,7.228651524,8.068029404,8.062892914,9.40558815,9.368606567,10.9417944,10.89918232,2.40500617,2.395821095
1734,2.583771706,2.568089485,3.052857876,3.042867422,3.595122576,3.601526737,3.999946594,3.988776684,4.751132011,4.732335091,5.251621246,5.246219158,6.153963089,6.014738083,7.200539589,7.176439285,8.016308784,8.010827065,9.338104248,9.302375793,10.84300804,10.80082893,2.390671968,2.382662773
1734.5,2.57273984,2.556875706,3.042214394,3.032866955,3.582502127,3.58899045,3.986334324,3.974752188,4.731340885,4.712246895,5.233492374,5.229397297,6.116528034,5.979761124,7.156838894,7.132778168,7.974605083,7.96968317,9.286875725,9.252502441,10.76614666,10.72415447,2.379498482,2.372086287
1735,2.562452793,2.54665637,3.033256531,3.024297714,3.571035862,3.577333212,3.974728346,3.962968826,4.713413239,4.693790436,5.217731953,5.214154243,6.082213879,5.947943211,7.116508484,7.092389584,7.937924385,7.933238506,9.24509716,9.21168232,10.6984148,10.65717793,2.372204304,2.364966631
1735.5,2.549611807,2.534374714,3.021494389,3.012139082,3.555534601,3.561289549,3.958104134,3.947369337,4.690771103,4.670048714,5.196548939,5.192587852,6.041424751,5.909760952,7.068089485,7.04380703,7.893809795,7.888539314,9.196396828,9.162641525,10.61759377,10.57837391,2.363717794,2.357330084
1736,2.534980297,2.520243645,3.007573605,2.998010397,3.536411285,3.541902542,3.938264847,3.928475857,4.663200378,4.642151833,5.170852661,5.167067528,5.996125698,5.866603851,7.013473034,6.989229202,7.842733383,7.836847782,9.138009071,9.104805946,10.5223999,10.48475361,2.351440191,2.346157789
1736.5,2.522481203,2.508020163,2.995604992,2.986529827,3.519176483,3.524868488,3.921720505,3.91259861,4.638541698,4.616671085,5.148404121,5.144960403,5.955434799,5.828151226,6.963010788,6.939416409,7.795510292,7.788995266,9.081679344,9.049741745,10.43140888,10.39416218,2.338412046,2.333882332
1737,2.514065266,2.499461889,2.988180637,2.980069876,3.507154942,3.513646603,3.912183285,3.903402567,4.620966911,4.598833084,5.13466835,5.132099152,5.924926281,5.800415039,6.923817158,6.900970459,7.759373188,7.75298357,9.038235664,9.007239342,10.36107349,10.32343864,2.330710173,2.324971437
1737.5,2.506897926,2.492841244,2.982834816,2.975163937,3.496935606,3.503424883,3.905192614,3.896574497,4.605455399,4.583209038,5.12469244,5.12165451,5.898380756,5.776540279,6.888161659,6.866191864,7.726525784,7.719831944,9.000008583,8.970301628,10.30296516,10.26545525,2.326905727,2.321180105
1738,2.496486664,2.483695507,2.973522186,2.966297388,3.48206234,3.48826313,3.892788887,3.884589911,4.583589077,4.561203003,5.107467651,5.103884697,5.864511967,5.745097637,6.84292841,6.821084976,7.682279587,7.675394058,8.953579903,8.923475266,10.2369194,10.20077229,2.320871592,2.316566944
1738.5,2.48248601,2.470430851,2.959443569,2.952569723,3.46138835,3.466735601,3.87361598,3.865864515,4.553723812,4.531396389,5.081464767,5.07678175,5.821350098,5.704371452,6.785692692,6.76424408,7.625501633,7.617641926,8.895565987,8.865034103,10.15573978,10.12111473,2.309336424,2.306506634
1739,2.469008684,2.457291842,2.945739031,2.939045668,3.440332413,3.44557786,3.854524612,3.847319365,4.52412653,4.501533508,5.054690838,5.050620079,5.77977705,5.664627075,6.728957176,6.707839489,7.569681168,7.562063217,8.839773178,8.81001091,10.07318115,10.03906822,2.296248674,2.292832136
1739.5,2.460099697,2.449145079,2.937146187,2.931422472,3.425866604,3.431364059,3.843659401,3.83644557,4.503777504,4.481105804,5.03775692,5.034562588,5.750595093,5.638111115,6.686013222,6.665403843,7.529393673,7.52176857,8.800900459,8.771824837,10.00742531,9.973157883,2.286919832,2.282370567
1740,2.454746485,2.444322586,2.932994843,2.927636862,3.415808916,3.421416759,3.838107347,3.831063986,4.489499092,4.466609955,5.028857231,5.025578022,5.729514122,5.620249271,6.652992725,6.63331461,7.499686718,7.492564201,8.772436142,8.74382019,9.954374313,9.920222282,2.282844782,2.278663874
1740.5,2.448152065,2.438378572,2.926762104,2.92151022,3.403726578,3.408610582,3.83007431,3.823039532,4.471520424,4.448441505,5.016513348,5.012087345,5.704744816,5.597970009,6.614910603,6.595490456,7.462743282,7.455794811,8.734741211,8.705647469,9.895614624,9.862130165,2.278412342,2.275998116
1741,2.43747139,2.428431034,2.915025473,2.909549713,3.385115862,3.389113188,3.81387639,3.807465792,4.444719315,4.42143631,4.993865967,4.988251686,5.669474125,5.564988136,6.563864708,6.544228554,7.409083366,7.401594162,8.678290367,8.648597717,9.821135521,9.789234161,2.269960403,2.268200397
1741.5,2.425862551,2.417270899,2.901954174,2.89637804,3.365058184,3.368494987,3.796449423,3.790000677,4.416073799,4.392950535,4.967774391,4.962798595,5.632496834,5.530460358,6.509412289,6.490139008,7.350854397,7.342970371,8.619252205,8.589627266,9.748429298,9.717353821,2.258858681,2.255127907
1742,2.418053389,2.409627199,2.892668486,2.887634754,3.350251198,3.353498697,3.784711123,3.778355122,4.394075394,4.371925354,4.948935509,4.944611549,5.605396271,5.506284237,6.465646744,6.447033882,7.304602623,7.296981335,8.577850342,8.548804283,9.69516468,9.664330482,2.248948097,2.24317646
1742.5,2.412034988,2.403972387,2.885748625,2.880861521,3.338191748,3.341540098,3.776377201,3.770103693,4.376870632,4.355073929,4.934844017,4.930633068,5.584505081,5.488278389,6.428412914,6.41088438,7.267572403,7.260232925,8.548620224,8.520038605,9.651643753,9.620715141,2.241942406,2.236106634
1743,2.403462172,2.396669149,2.876174688,2.871463537,3.323377609,3.326235294,3.764364481,3.757879019,4.356190681,4.334634781,4.916728973,4.911578178,5.559131145,5.465623856,6.386647701,6.369488716,7.225062847,7.21804285,8.512057304,8.482838631,9.594330788,9.564432144,2.235303402,2.231067419
